puuid,assists,deaths,kills,bountyLevel,champExperience,champLevel,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,inhibitorTakedowns,inhibitorsLost,killingSprees,pentaKills,quadraKills,timePlayed,totalTimeSpentDead,wardsKilled,wardsPlaced,baronKills,acesBefore15Minutes,controlWardsPlaced,damagePerMinute,goldPerMinute,killParticipation,laneMinionsFirst10Minutes,maxCsAdvantageOnLaneOpponent,skillshotsHit,damageTakenOnTeamPercentage,gameLength,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,teamEarlySurrendered,win,freshBlood,hotStreak,Churner
ARXBTlZbzA_PwRrcyspNYlQY4LAaQPpPtrDVkY_5Z367jyKCh4MQ6_umzxukOkEyLz4sELnQpeIuDg,7.0,5.166666666666667,10.75,3.1666666666666665,16495.583333333332,16.0,933.0833333333334,17062.333333333332,933.0833333333334,25677.5,0.25,1.0,2.1666666666666665,0.0,0.0,1956.0,181.41666666666666,1.9166666666666667,6.75,0.25,0.0,0.08333333333333333,762.2822642177874,429.95978595934315,0.5130667561109542,7.0,39.3875000278155,28.166666666666668,0.2545768918255969,1956.7259793772043,8.33,0.0,0.0,8.33,0.0,33.33,0.0,50.0,0.0,0.0,False
ATylwbcywN5CAYB2tX140AgJemBx706Rrac5lHNSJD0ThKXn8wxDyNOfU-v8N7Z7Cq8pkbZ8GozJWA,9.5,6.25,5.25,0.8333333333333334,12553.416666666666,13.833333333333334,1980.5833333333333,4644.166666666667,1980.5833333333333,27330.25,0.4166666666666667,1.25,1.5,0.0,0.0,1744.9166666666667,194.08333333333334,2.0,10.166666666666666,0.08333333333333333,0.0,1.4166666666666667,566.7326316030287,335.47643511659317,0.5200106607630907,46.833333333333336,14.104166666666666,27.416666666666668,0.21475019573842724,1745.6331880537043,16.67,8.33,0.0,0.0,0.0,25.0,0.0,41.67,0.0,0.0,False
AWG_HpNyQPKZYsqmLNp2Gn00HCdEqeAqxl_Z_nSg4kpjdZ9p00hjDcvfStCKTftbrpPSTOC4Xzrl9Q,8.333333333333334,7.583333333333333,6.416666666666667,0.6666666666666666,13381.666666666666,14.416666666666666,1468.5833333333333,18360.166666666668,1468.5833333333333,25458.75,0.5,0.8333333333333334,1.4166666666666667,0.0,0.0,1811.0833333333333,232.58333333333334,3.1666666666666665,5.75,0.3333333333333333,0.0,2.4166666666666665,603.9647023226986,390.0099305080511,0.47998391954792,11.416666666666666,28.550000039239723,28.416666666666668,0.25206020494534126,1811.6455718217255,16.67,0.0,16.67,8.33,0.0,16.67,0.0,41.67,0.0,0.0,True
Aj41uLboQL0MNX7tGaxWuQDIuSAO0nw_K1BegHVJwoFf6f4pS-Y5TVjOZctkrpzotvLoEY_eWEvu-w,7.666666666666667,6.083333333333333,5.416666666666667,0.3333333333333333,13636.0,14.416666666666666,2598.75,5109.0,2598.75,23675.0,0.5833333333333334,0.9166666666666666,1.25,0.0,0.0,1802.75,193.25,1.1666666666666667,11.666666666666666,0.0,0.0,0.6666666666666666,584.5136250064452,358.0067944852164,0.3571240130282027,45.083333333333336,15.625,16.75,0.18635639233122794,1803.2954858856813,8.33,8.33,25.0,0.0,0.0,25.0,0.0,50.0,0.0,0.0,False
Bj25guVVywsVzpKCF5nfvgJfw2gaD3ZkJKpmEq2EaegMck-uRFhi2jvx-rRo4HQunecxKqS21iromQ,17.833333333333332,9.666666666666666,8.916666666666666,1.0833333333333333,19379.666666666668,16.416666666666668,1103.8333333333333,1321.75,1103.8333333333333,19675.0,0.5833333333333334,1.0,2.1666666666666665,0.0,0.0,1272.1666666666667,262.0833333333333,0.25,2.0833333333333335,0.0,0.9166666666666666,0.25,1131.8764337052196,644.3007620623565,0.6674920265943745,24.416666666666668,20.666666666666668,41.083333333333336,0.21943200282485695,1272.8036434038775,8.33,25.0,0.0,8.33,0.0,33.33,0.0,41.67,0.0,100.0,False
CoJ8tSyJL5Ihqo0WG4nxKghMbtS-czJWoSzzfUEhlgZgVvzcU2cPL1ov3M_Ru03FXUABuhNPMgiGJg,11.833333333333334,6.416666666666667,6.833333333333333,0.9166666666666666,14951.416666666666,15.416666666666666,2716.5,11327.416666666666,2716.5,26764.333333333332,0.5,0.6666666666666666,1.9166666666666667,0.0,0.0,1456.5833333333333,165.5,0.6666666666666666,4.416666666666667,0.08333333333333333,0.5,0.16666666666666666,848.098617097288,534.1007109265605,0.48067272580633835,37.25,28.124999987582367,47.083333333333336,0.23888776459984284,1457.3779451778194,8.33,8.33,8.33,8.33,0.0,50.0,0.0,58.33,0.0,0.0,False
Cp9D_1zSwnIAsr0iDZZtNWmh5AHfBT7g2ij0IobEoAQ-yPFoBQvewshZRenqYrb8wDBjmwdBnTzShg,6.75,5.5,10.583333333333334,1.4166666666666667,15372.833333333334,15.416666666666666,5431.833333333333,11157.416666666666,5431.833333333333,35595.416666666664,0.5833333333333334,0.9166666666666666,2.5,0.0,0.08333333333333333,1806.6666666666667,198.16666666666666,0.75,10.416666666666666,0.0,0.0,1.0,848.1028553122004,433.85183036110624,0.44488672277868496,41.916666666666664,31.74166666219632,34.75,0.23760686833299408,1807.4434236236432,0.0,41.67,0.0,16.67,0.0,33.33,0.0,66.67,0.0,0.0,False
Cw7Unp63CXX3S7a8qMUhWQywv7MfXEcQtwNaYF3Mqo6v4Z16WnGXvNRNd7AEdr8MBWkMIrb6w-pwfw,6.333333333333333,8.5,7.583333333333333,0.25,16481.25,15.916666666666666,4520.083333333333,9046.0,4520.083333333333,37089.5,0.25,0.9166666666666666,1.6666666666666667,0.0,0.0,2023.5,292.4166666666667,1.0,9.75,0.0,0.0,0.5,872.4842037383623,395.9088958501597,0.40404145866316915,56.25,32.15833333879709,47.166666666666664,0.2494116989701641,2024.1335560302723,0.0,16.67,0.0,33.33,0.0,25.0,0.0,66.67,0.0,0.0,False
CwN7SeK0-PK3keQY8Jir_htCqOA7NPXZWB0XcyPZmG-DBkFOAVWJA0_kQsSsWhUTuTfVjfy9MMlMCw,6.583333333333333,10.5,9.083333333333334,0.8333333333333334,13467.916666666666,14.583333333333334,3300.25,8011.5,3300.25,15909.916666666666,0.4166666666666667,0.8333333333333334,2.1666666666666665,0.0,0.0,1910.5833333333333,328.9166666666667,1.0,5.166666666666667,0.08333333333333333,0.0,0.0,732.1360192545189,388.9337219780934,0.4266000999537058,48.583333333333336,20.487499997019768,40.416666666666664,0.22544355835974836,1911.3028326174408,0.0,8.33,0.0,8.33,0.0,25.0,0.0,50.0,0.0,0.0,False
DSMoPunwO2j2RBnWx-e1g9-7wDgwHlBvwSuGvKCpUnJxjecDxHIjb9KyRkRCVF7MdPHlpS_Z5ooF9A,10.0,5.5,9.666666666666666,1.3333333333333333,12807.25,14.0,1733.1666666666667,13003.166666666666,1733.1666666666667,31122.25,0.4166666666666667,0.5833333333333334,2.25,0.0,0.0,1656.25,176.83333333333334,1.5,8.75,0.08333333333333333,0.0,2.1666666666666665,689.8130074268296,410.65723560117493,0.541598909212409,13.916666666666666,24.066666687528294,15.416666666666666,0.3101604929477488,1656.8328756319754,8.33,0.0,0.0,8.33,0.0,58.33,0.0,50.0,0.0,0.0,False
